id,modern,unicode,traditional_or_variants,traditional_unicode,pinyin,radical,stroke_count,entering_tone,rhyme_group,dictionary_basis,dictionary_source_work,dictionary_source_note,dictionary_gloss,dictionary_annotation,original_meaning,modern_meanings,review_notes
122,阳,U+9633,陽,U+967D,yang2,阝,6,no,阳韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,阳光|太阳|阳性|外露|阴阳之阳,阳：现代主要用于表示阳光；太阳；阳性；外露；阴阳之阳。常见用法如：太阳、阳光、阴阳、阳性、向阳。,山南或水北向日处，明亮。,阳光|太阳|阳性|外露|阴阳之阳,阳的自然方位义、太阳义、哲学义需分层。
123,自,U+81EA,自,,zi4,自,6,no,至韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,自己|亲自|自然|从或由|起始来源,自：现代主要用于表示自己；亲自；自然；从或由；起始来源。常见用法如：自己、自然、自从、自动、自信。,鼻子。,自己|亲自|自然|从或由|起始来源,自与鼻的关系已在鼻字中出现，应建立互链。
124,至,U+81F3,至,,zhi4,至,6,no,至韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,到|达到极点|最|至于|甚至,至：现代主要用于表示到；达到极点；最；至于；甚至。常见用法如：至今、到至、甚至、至于、至高。,到达。,到|达到极点|最|至于|甚至,至是空间到达义向程度极点义扩展的核心字。
125,上,U+4E0A,上,,shang4|shang3,一,3,no,养韵、漾韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,上方|等级高|前一|到某处去|进行或添加,上：现代主要用于表示上方；等级高；前一；到某处去；进行或添加。常见用法如：上面、上午、上级、上学、上一年。,上方。,上方|等级高|前一|到某处去|进行或添加,上是指事字，空间、时间、等级义需分层。
126,下,U+4E0B,下,,xia4,一,3,no,马韵、祃韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,下方|等级低|后一个|向下移动|结束或离开,下：现代主要用于表示下方；等级低；后一个；向下移动；结束或离开。常见用法如：下面、下午、下级、下雨、下班。,下方。,下方|等级低|后一个|向下移动|结束或离开,下与上成对，是方位、等级、时间转喻基础。
127,前,U+524D,前,,qian2,刂,9,no,先韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,前方|以前|次序在先|向前,前：现代主要用于表示前方；以前；次序在先；向前。常见用法如：前面、以前、前进、前后、日前。,前进或前方，具体字源需复核。,前方|以前|次序在先|向前,前的构形需重点复核，不宜用单一说法定论。
128,后,U+540E,后|後,U+5F8C,hou4,口,6,no,厚韵、候韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,后面|以后|次序在后|王后或皇后,后：现代主要用于表示后面；以后；次序在后；王后或皇后。常见用法如：后来、后面、以后、皇后、前后。,后：君主或王后；後：在后、后来。,后面|以后|次序在后|王后或皇后,后/後是简化合并的关键样板，必须保留双源说明。
129,左,U+5DE6,左,,zuo3,工,5,no,哿韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,左方|左手|偏差或不正|政治左派,左：现代主要用于表示左方；左手；偏差或不正；政治左派。常见用法如：左右、左手、左边、左派、左证。,左手或辅佐，具体构形需复核。,左方|左手|偏差或不正|政治左派,左的辅佐义与方位义并存，需与右成对处理。
130,右,U+53F3,右,,you4,口,5,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,右方|右手|帮助或保佑|政治右派,右：现代主要用于表示右方；右手；帮助或保佑；政治右派。常见用法如：左右、右手、右边、右派、座右铭。,右手或佑助。,右方|右手|帮助或保佑|政治右派,右与又、佑关系密切，后续应建立同源/近源链接。
131,年,U+5E74,年,,nian2,干,6,no,先韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,一年|年份|年龄|岁月|春节或年节,年：现代主要用于表示一年；年份；年龄；岁月；春节或年节。常见用法如：今年、年龄、过年、年纪、年成。,谷物成熟或收成周期。,一年|年份|年龄|岁月|春节或年节,年从农业收成周期到历法单位，是农耕时间观的核心字。
132,时,U+65F6,時|时,U+6642,shi2,日,7,no,之韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,时间|时刻|时机|时代|时常,时：现代主要用于表示时间；时刻；时机；时代；时常。常见用法如：时间、时候、时代、时机、小时。,时令、季节或合宜时刻。,时间|时刻|时机|时代|时常,时/時有多个古异体，后续应补旹、峕等形体链。
133,朝,U+671D,朝,,chao2|zhao1,月,12,no,宵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,早晨|朝见或朝廷|朝代|向着,朝：现代主要用于表示早晨；朝见或朝廷；朝代；向着。常见用法如：朝阳、朝廷、朝代、朝向、今朝。,早晨。,早晨|朝见或朝廷|朝代|向着,朝 zhao1 与 chao2 音义分化明显，需单独拆义。
134,夕,U+5915,夕,,xi1,夕,3,yes,昔韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,傍晚|夜晚|某一日的前夜,夕：现代主要用于表示傍晚；夜晚；某一日的前夜。常见用法如：夕阳、朝夕、前夕、除夕、七夕。,傍晚，日落月出之时。,傍晚|夜晚|某一日的前夜,夕和月、夜、暮关系密切；夕偏傍晚，夜偏黑夜时段。
135,夜,U+591C,夜,,ye4,夕,8,no,祃韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,夜晚|夜间|黑暗时段|与昼相对的时间,夜：现代主要用于表示夜晚；夜间；黑暗时段；与昼相对的时间。常见用法如：夜晚、黑夜、夜间、半夜、昼夜。,夜晚，天黑的时间。,夜晚|夜间|黑暗时段|与昼相对的时间,夜的说文训释偏义理，现代字段应以昼夜时段义为主。
136,春,U+6625,春|萅,,chun1,日,9,no,谆韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,春季|青春|生机|男女情欲相关义,春：现代主要用于表示春季；青春；生机；男女情欲相关义。常见用法如：春天、春节、青春、春风、春色。,春季，草木萌发生长之时。,春季|青春|生机|男女情欲相关义,春的季节义与生机义清晰，情感引申需单列。
137,夏,U+590F,夏,,xia4,夂,10,no,马韵、祃韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,夏季|中国古代朝代名|华夏相关,夏：现代主要用于表示夏季；中国古代朝代名；华夏相关。常见用法如：夏天、夏季、华夏、夏朝、盛夏。,大、华夏等传统义源，季节义需复核。,夏季|中国古代朝代名|华夏相关,夏不是单纯季节象形字，华夏族称、朝代、季节义需分层。
138,秋,U+79CB,秋|秌,,qiu1,禾,9,no,尤韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,秋季|收获季节|一年或岁月|某种关键时刻,秋：现代主要用于表示秋季；收获季节；一年或岁月；某种关键时刻。常见用法如：秋天、秋季、中秋、春秋、千秋。,禾谷成熟、收获季节。,秋季|收获季节|一年或岁月|某种关键时刻,秋的早期构形存在不同解释，收获季节义较稳定。
139,冬,U+51AC,冬,,dong1,夂,5,no,冬韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,冬季|寒冷时节|一年末季,冬：现代主要用于表示冬季；寒冷时节；一年末季。常见用法如：冬天、冬季、寒冬、冬眠、冬至。,一年终结时段或冬季，具体字源需复核。,冬季|寒冷时节|一年末季,冬与终在语义上有关联，但构形关系需谨慎。
140,早,U+65E9,早,,zao3,日,6,no,皓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,早晨|时间在前|提前|早已,早：现代主要用于表示早晨；时间在前；提前；早已。常见用法如：早上、早晨、早饭、早已、提早。,早晨。,早晨|时间在前|提前|早已,早与朝、旦、晨后续应并入清晨语义组。
141,晚,U+665A,晚|晩,,wan3,日,11,no,阮韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,晚上|时间迟|后来的|晚年,晚：现代主要用于表示晚上；时间迟；后来的；晚年。常见用法如：晚上、晚饭、晚年、迟晚、晚辈。,日暮、傍晚。,晚上|时间迟|后来的|晚年,晚是后起常用时间字，甲骨层不宜强行上推。
142,昼,U+663C,晝,U+665D,zhou4,日,9,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,白天|与夜相对的时段,昼：现代主要用于表示白天；与夜相对的时段。常见用法如：白昼、昼夜、昼伏夜出、昼间。,白天。,白天|与夜相对的时段,昼/晝与夜成对，繁简差异需图示。
143,今,U+4ECA,今,,jin1,人,4,no,侵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,现在|今天|现代|此后,今：现代主要用于表示现在；今天；现代；此后。常见用法如：今天、如今、今年、今后、古今。,现在、当下。,现在|今天|现代|此后,今与古是时间指示对，构形解释需后续补强。
144,古,U+53E4,古,,gu3,口,5,no,姥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,古代|古老|古朴|古怪,古：现代主要用于表示古代；古老；古朴；古怪。常见用法如：古代、古人、古今、古老、古怪。,久远的过去。,古代|古老|古朴|古怪,古的‘前言相传’解释有传统色彩，时间义稳定。
145,来,U+6765,來,U+4F86,lai2,木,7,no,咍韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,来到|未来|以来|趋向说话者|用作助词,来：现代主要用于表示来到；未来；以来；趋向说话者；用作助词。常见用法如：回来、未来、以来、来往、看来。,麦类植物，后假借为到来。,来到|未来|以来|趋向说话者|用作助词,来/來是假借义占主导的关键样板。
146,去,U+53BB,去,,qu4,厶,5,no,御韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,离开|前往|除掉|过去|距离,去：现代主要用于表示离开；前往；除掉；过去；距离。常见用法如：出去、去年、去掉、过去、去处。,离开或除去，具体形源需复核。,离开|前往|除掉|过去|距离,去与来构成趋向对，另有声调名‘去声’需单列。
147,始,U+59CB,始,,shi3,女,8,no,止韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,开始|最初|才|始祖或源头,始：现代主要用于表示开始；最初；才；始祖或源头。常见用法如：开始、始终、原始、始祖、初始。,开始。,开始|最初|才|始祖或源头,始的说文训释需与现代起始义分层，不宜过度性别化解释。
148,终,U+7EC8,終,U+7D42,zhong1,纟,8,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,结束|最后|始终|终身|到底,终：现代主要用于表示结束；最后；始终；终身；到底。常见用法如：终于、始终、终点、最终、终身。,丝线末端或终结。,结束|最后|始终|终身|到底,终与冬在声义上相关，需与始、冬建立关联。
149,有,U+6709,有,,you3,月,6,no,有韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,存在|拥有|具有|发生|表示估量或不确定,有：现代主要用于表示存在；拥有；具有；发生；表示估量或不确定。常见用法如：有无、拥有、有用、有时、有些。,持有、拥有。,存在|拥有|具有|发生|表示估量或不确定,有的构形解释复杂，但存在/拥有义稳定，是语义库的存在算子核心。
150,无,U+65E0,无|無,U+7121,wu2|mo2,无,4,no,虞韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,没有|不存在|不|无论|未,无：现代主要用于表示没有；不存在；不；无论；未。常见用法如：有无、无论、无法、无知、无数。,舞蹈相关，本义与现代无有义分离。,没有|不存在|不|无论|未,无/無是假借和简化的重点样板，必须保留本义与现代义分离。
151,是,U+662F,是,,shi4,日,9,no,纸韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,判断词|正确|这或此|表示肯定,是：现代主要用于表示判断词；正确；这或此；表示肯定。常见用法如：是非、是否、于是、正是、可是。,正、正确。,判断词|正确|这或此|表示肯定,是从形容判断正确到现代系词，语法化过程重要。
152,非,U+975E,非,,fei1,非,8,no,微韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不是|错误|责备|不合于|非常或必须,非：现代主要用于表示不是；错误；责备；不合于；非常或必须。常见用法如：是非、非常、非法、非要、非洲。,相背、违背。,不是|错误|责备|不合于|非常或必须,非是判断否定核心字，与不是/错误/违背三层义需分开。
153,不,U+4E0D,不,,bu4|fou3,一,4,yes,物韵、有韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,否定副词|表示拒绝或相反|用于构成疑问或反问,不：现代主要用于表示否定副词；表示拒绝或相反；用于构成疑问或反问。常见用法如：不是、不用、不行、不但、不然。,本义存在争议，现代否定义属假借主导。,否定副词|表示拒绝或相反|用于构成疑问或反问,不的现代变调和否定语法功能极重要，后续应单独建语法层。
154,可,U+53EF,可,,ke3|ke4,口,5,no,哿韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,可以|许可|值得|适合|表示约略或转折,可：现代主要用于表示可以；许可；值得；适合；表示约略或转折。常见用法如：可以、可是、可爱、可靠、可见。,许可、认可，具体语源需复核。,可以|许可|值得|适合|表示约略或转折,可是现代转折连词义很晚，应与许可/可能义分开。
155,能,U+80FD,能,,neng2|nai2,月,10,no,登韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,能够|能力|能量|擅长|胜任,能：现代主要用于表示能够；能力；能量；擅长；胜任。常见用法如：能力、能够、能量、才能、不能。,熊类动物一类，后假借为能力。,能够|能力|能量|擅长|胜任,能是本义和现代核心义分离的重点样板。
156,好,U+597D,好,,hao3|hao4,女,6,no,皓韵、号韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,优良|使人满意|喜爱|容易|表示完成或应允,好：现代主要用于表示优良；使人满意；喜爱；容易；表示完成或应允。常见用法如：好坏、很好、爱好、好学、做好。,美好、亲爱。,优良|使人满意|喜爱|容易|表示完成或应允,好 hao3 与 hao4 音义分流需单列；构形解释避免过度现代化阐释。
157,坏,U+574F,壞|坏,U+58DE,huai4|pi1,土,7,no,怪韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不好|损坏|败坏|恶劣|使坏,坏：现代主要用于表示不好；损坏；败坏；恶劣；使坏。常见用法如：好坏、坏人、损坏、坏事、破坏。,壞：毁坏、败坏；坏另字古义需复核。,不好|损坏|败坏|恶劣|使坏,坏/壞是简化合并样板，古‘坏’与繁体‘壞’不可混同。
158,善,U+5584,善,,shan4,口,12,no,獮韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,善良|好|擅长|友好|妥善,善：现代主要用于表示善良；好；擅长；友好；妥善。常见用法如：善良、善恶、完善、善于、友善。,美好、吉善。,善良|好|擅长|友好|妥善,善与羊、美、义等文化评价字有系统关联。
159,恶,U+6076,惡|恶,U+60E1,e4|wu4|e3|wu1,心,10,yes,铎韵、暮韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,坏或凶恶|罪恶|厌恶|恶心|疑问感叹用法,恶：现代主要用于表示坏或凶恶；罪恶；厌恶；恶心；疑问感叹用法。常见用法如：善恶、恶人、厌恶、恶心、可恶。,不善、丑恶或厌恶情感。,坏或凶恶|罪恶|厌恶|恶心|疑问感叹用法,恶 e4/wu4/e3 多音义复杂，是情感评价与道德评价交叉样板。
160,美,U+7F8E,美,,mei3,羊,9,no,旨韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,美丽|美好|令人满意|赞美|美国或美洲简称,美：现代主要用于表示美丽；美好；令人满意；赞美；美国或美洲简称。常见用法如：美丽、美好、审美、赞美、美国。,美好、味美或形美，具体构形解释有多说。,美丽|美好|令人满意|赞美|美国或美洲简称,美的构形有羊大、装饰人形等说，应保守处理。
161,丑,U+4E11,丑|醜,U+919C,chou3,一,4,no,有韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,丑陋|地支第二位|羞耻|戏曲角色,丑：现代主要用于表示丑陋；地支第二位；羞耻；戏曲角色。常见用法如：美丑、丑陋、小丑、丑时、出丑。,丑：地支第二位或手形相关；醜：丑陋、可恶。,丑陋|地支第二位|羞耻|戏曲角色,丑/醜是简化合并的关键样板，现代丑陋义不可直接回推到丑本字。
162,真,U+771F,真,,zhen1,目,10,no,真韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,真实|确实|真诚|清楚|本质,真：现代主要用于表示真实；确实；真诚；清楚；本质。常见用法如：真假、真实、认真、真心、真正。,真实、本真，具体字源需复核。,真实|确实|真诚|清楚|本质,真字说文解释与现代真实义距离较大，需重点复核。
163,假,U+5047,假,,jia3|jia4,亻,11,no,马韵、祃韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不真实|借用|假设|暂时|休假,假：现代主要用于表示不真实；借用；假设；暂时；休假。常见用法如：真假、假如、假期、假借、虚假。,借、凭借。,不真实|借用|假设|暂时|休假,假 jia3/jia4 音义分流明显，假期义需独立。
164,新,U+65B0,新,,xin1,斤,13,no,真韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,新的|新近|更新|新鲜|刚出现,新：现代主要用于表示新的；新近；更新；新鲜；刚出现。常见用法如：新旧、新闻、新鲜、更新、重新。,新砍的木柴或新近之物，具体字源需复核。,新的|新近|更新|新鲜|刚出现,新从具体取木到抽象更新，适合做语义抽象化样板。
165,旧,U+65E7,舊,U+820A,jiu4,日,5,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,旧的|从前的|原来的|旧交|陈旧,旧：现代主要用于表示旧的；从前的；原来的；旧交；陈旧。常见用法如：新旧、旧书、旧友、依旧、旧时。,旧有、从前，构形需复核。,旧的|从前的|原来的|旧交|陈旧,旧/舊构形复杂且简化幅度大，第一版保守处理现代义。
166,多,U+591A,多,,duo1,夕,6,no,歌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数量多|超过|过分|多么|多余,多：现代主要用于表示数量多；超过；过分；多么；多余。常见用法如：多少、很多、多年、多么、多余。,数量多。,数量多|超过|过分|多么|多余,多和少是数量评价核心对。
167,少,U+5C11,少,,shao3|shao4,小,4,no,小韵、笑韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数量少|缺少|稍微|年轻|少年,少：现代主要用于表示数量少；缺少；稍微；年轻；少年。常见用法如：多少、少数、缺少、少年、少量。,数量少。,数量少|缺少|稍微|年轻|少年,少 shao3/shao4 音义分流需与幼、老、年连读。
168,重,U+91CD,重,,zhong4|chong2,里,9,no,用韵、钟韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,重量大|程度深|重要|重视|重复,重：现代主要用于表示重量大；程度深；重要；重视；重复。常见用法如：轻重、重要、重视、重新、重复。,重量大、沉重。,重量大|程度深|重要|重视|重复,重 zhong4/chong2 分别指重量/重要与重复，应拆义。
169,轻,U+8F7B,輕,U+8F15,qing1,车,9,no,清韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,重量小|程度浅|轻松|轻率|轻视,轻：现代主要用于表示重量小；程度浅；轻松；轻率；轻视。常见用法如：轻重、轻松、轻视、年轻、轻微。,重量小、轻便。,重量小|程度浅|轻松|轻率|轻视,轻/輕与重成对，繁简差异明确。
170,爱,U+7231,愛,U+611B,ai4,爫,10,no,代韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,爱慕或爱情|喜爱|爱护|珍惜|容易发生,爱：现代主要用于表示爱慕或爱情；喜爱；爱护；珍惜；容易发生。常见用法如：爱心、爱情、爱护、喜爱、爱好。,亲爱、怜惜。,爱慕或爱情|喜爱|爱护|珍惜|容易发生,爱/愛简化后去心，情感核心部件在形体上被弱化，需图示。
171,恨,U+6068,恨,,hen4,忄,9,no,恨韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,怨恨|仇恨|遗憾|悔恨,恨：现代主要用于表示怨恨；仇恨；遗憾；悔恨。常见用法如：仇恨、恨不得、痛恨、悔恨、遗恨。,怨恨、遗憾。,怨恨|仇恨|遗憾|悔恨,恨的古义含遗憾，现代多偏强烈怨怼，应分层。
172,喜,U+559C,喜,,xi3,口,12,no,止韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,高兴|喜欢|可庆的事|吉庆,喜：现代主要用于表示高兴；喜欢；可庆的事；吉庆。常见用法如：喜欢、喜悦、喜事、欢喜、喜庆。,欢乐、高兴。,高兴|喜欢|可庆的事|吉庆,喜与乐、欢、悦可组成正向情感小组。
173,怒,U+6012,怒,,nu4,心,9,no,暮韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,愤怒|气势猛烈|奋起或奋发,怒：现代主要用于表示愤怒；气势猛烈；奋起或奋发。常见用法如：愤怒、怒气、发怒、怒吼、怒放。,愤怒。,愤怒|气势猛烈|奋起或奋发,怒的情绪义与强盛义之间有气势转喻。
174,哀,U+54C0,哀,,ai1,口,9,no,咍韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,悲伤|悼念|怜悯|哀求,哀：现代主要用于表示悲伤；悼念；怜悯；哀求。常见用法如：哀伤、悲哀、哀悼、哀求、哀乐。,悲伤、哀哭。,悲伤|悼念|怜悯|哀求,哀是悲伤与怜悯交叉字，应与悲、忧分层。
175,乐,U+4E50,樂,U+6A02,le4|yue4,丿,5,yes,铎韵、觉韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,快乐|音乐|乐于|喜好,乐：现代主要用于表示快乐；音乐；乐于；喜好。常见用法如：快乐、音乐、乐观、娱乐、乐意。,音乐、乐器。,快乐|音乐|乐于|喜好,乐 le4/yue4 分别偏快乐与音乐，是音义分化重点。
176,思,U+601D,思,,si1|si4,心,9,no,之韵、志韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,思考|想念|思想|思路|情思,思：现代主要用于表示思考；想念；思想；思路；情思。常见用法如：思想、思考、思念、意思、沉思。,思考、思虑。,思考|想念|思想|思路|情思,思连接心与脑，是心理认知系统核心字。
177,想,U+60F3,想,,xiang3,心,13,no,养韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,思考|想念|希望|打算|推测,想：现代主要用于表示思考；想念；希望；打算；推测。常见用法如：想法、想念、思想、想象、梦想。,想念、思念。,思考|想念|希望|打算|推测,想是后起高频心理动词，历史层不宜硬上推甲骨。
178,念,U+5FF5,念,,nian4,心,8,no,添韵去声系统,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,想念|诵读|念头|记住或纪念,念：现代主要用于表示想念；诵读；念头；记住或纪念。常见用法如：思念、念书、怀念、纪念、念头。,想念、挂念。,想念|诵读|念头|记住或纪念,念的记忆、诵读、佛教义需分层。
179,知,U+77E5,知,,zhi1|zhi4,矢,8,no,支韵、寘韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,知道|知识|觉察|主管|交好或相知,知：现代主要用于表示知道；知识；觉察；主管；交好或相知。常见用法如：知道、知识、通知、知觉、知己。,知道、了解。,知道|知识|觉察|主管|交好或相知,知是认知核心字，需与识、觉、智建立关联。
180,觉,U+89C9,覺,U+89BA,jue2|jiao4,见,9,yes,觉韵、效韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,感觉|觉察|觉悟|睡觉,觉：现代主要用于表示感觉；觉察；觉悟；睡觉。常见用法如：感觉、知觉、觉悟、睡觉、发觉。,觉察、醒悟。,感觉|觉察|觉悟|睡觉,觉 jue2/jiao4 分属知觉与睡眠义，必须拆分。
181,意,U+610F,意,,yi4,心,13,no,志韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,意思|心意|意图|意料|情趣,意：现代主要用于表示意思；心意；意图；意料；情趣。常见用法如：意思、意义、注意、意见、意外。,心中所想。,意思|心意|意图|意料|情趣,意和志、心、言关系密切，适合建立心理意向层。
182,志,U+5FD7,志|誌,,zhi4,心,7,no,志韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,志向|意志|记载|标记|姓氏,志：现代主要用于表示志向；意志；记载；标记；姓氏。常见用法如：志气、意志、志愿、杂志、标志。,心之所向，志向。,志向|意志|记载|标记|姓氏,志/誌简化合并后，志向义和记载义需分层。
183,信,U+4FE1,信,,xin4|shen1,亻,9,no,震韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,相信|诚信|消息|书信|凭证或信号,信：现代主要用于表示相信；诚信；消息；书信；凭证或信号。常见用法如：相信、信心、诚信、信息、书信。,言语真实可信。,相信|诚信|消息|书信|凭证或信号,信是语言、社会信用、信息系统之间的桥字。
184,疑,U+7591,疑,,yi2,疋,14,no,之韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,怀疑|疑问|疑似|迟疑,疑：现代主要用于表示怀疑；疑问；疑似；迟疑。常见用法如：怀疑、疑问、可疑、疑惑、迟疑。,迟疑、不决。,怀疑|疑问|疑似|迟疑,疑是信的反向认知状态，构形复杂需图像复核。
